filepath,composer,era,n_notes,top_pattern,top_length,top_support,top_z_score,num_patterns_z_ge_2
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_03_Track03_wav.midi,Ludwig van Beethoven,Classical,6496,"12,2,-2,2",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.midi,Ludwig van Beethoven,Classical,3247,"-2,2,-2,2",4,26,25974.026,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--2.midi,Ludwig van Beethoven,Classical,4604,"1,-1,1,2",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_02_Track02_wav.midi,Ludwig van Beethoven,Classical,4213,"3,-6,3,-6",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_02_Track02_wav.midi,Ludwig van Beethoven,Classical,7654,"2,1,2,2",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--1.midi,Ludwig van Beethoven,Classical,7508,"2,2,1,2",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--1.midi,Ludwig van Beethoven,Classical,7676,"2,1,2,2",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--1.midi,Ludwig van Beethoven,Classical,7630,"2,2,2,1",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--1.midi,Ludwig van Beethoven,Classical,7728,"2,2,1,2",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--5.midi,Mikhail Glinka / Mily Balakirev,Other,2495,"1,-1,1,-1",4,28,27972.028,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--4.midi,Mikhail Glinka / Mily Balakirev,Other,2381,"2,-2,2,-2",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_06_Track06_wav.midi,Mily Balakirev,Other,2219,"7,9,2,3",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.midi,Mily Balakirev,Other,8323,"-12,12,12,-14",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_05_Track05_wav.midi,Mily Balakirev,Other,8786,"8,-5,6,3",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_10_Track10_wav.midi,Mily Balakirev,Other,8470,"-3,-5,3,6",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_10_R1_2011_MID--AUDIO_R1-D4_04_Track04_wav.midi,Muzio Clementi,Other,2123,"-3,8,-5,-3",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--2.midi,Muzio Clementi,Other,2143,"1,2,-2,3",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--4.midi,Niccolò Paganini / Franz Liszt,Other,5083,"-1,1,-1,1",4,23,22977.023,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_05_WAV.midi,Nikolai Medtner,Other,2789,"4,8,-1,-2",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_01_Track01_wav.midi,Nikolai Medtner,Other,6006,"16,2,0,12",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_08_R1_2008_01-05_ORIG_MID--AUDIO_08_R1_2008_wav--5.midi,Nikolai Rimsky-Korsakov / Sergei Rachmaninoff,Other,1325,"-1,-1,-1,-1,-1,-1",6,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--2.midi,Orlando Gibbons,Other,1403,"1,2,-2,-1",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--3.midi,Percy Grainger,Other,3377,"3,4,2,3",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_03_Track03_wav.midi,Pyotr Ilyich Tchaikovsky,Romantic,4528,"2,2,1,2",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--2.midi,Pyotr Ilyich Tchaikovsky,Romantic,4601,"7,-16,7,4",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_13_R1_2009_01-03_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_01_WAV.midi,Pyotr Ilyich Tchaikovsky,Romantic,4711,"4,1,3,1",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_04_Track04_wav.midi,Pyotr Ilyich Tchaikovsky,Romantic,2498,"-2,2,-2,2",4,83,82917.0829,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--5.midi,Pyotr Ilyich Tchaikovsky,Romantic,5558,"12,-11,-12,13",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--5.midi,Pyotr Ilyich Tchaikovsky,Romantic,3816,"-2,-4,-1,-2",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--5.midi,Pyotr Ilyich Tchaikovsky / Mikhail Pletnev,Other,3907,"-7,3,-8,5",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_03_Track03_wav.midi,Pyotr Ilyich Tchaikovsky / Mikhail Pletnev,Other,4019,"-3,-4,-5,-3",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--3.midi,Pyotr Ilyich Tchaikovsky / Mikhail Pletnev,Other,2550,"5,4,3,5,4",5,24,23976.024,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--4.midi,Pyotr Ilyich Tchaikovsky / Mikhail Pletnev,Other,1741,"2,2,1,2",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_04_Track04_wav.midi,Pyotr Ilyich Tchaikovsky / Sergei Rachmaninoff,Other,1811,"2,2,2,2",4,13,12987.013,11
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_05_Track05_wav.midi,Pyotr Ilyich Tchaikovsky / Sergei Rachmaninoff,Other,1867,"2,2,2,2",4,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_16_R1_2006_01-04_ORIG_MID--AUDIO_16_R1_2006_02_Track02_wav.midi,Richard Wagner / Franz Liszt,Other,5200,"3,-3,3,-3,3",5,30,29970.03,20
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_02_WAV.midi,Richard Wagner / Franz Liszt,Other,4746,"-12,12,-12,12",4,34,33966.034,20
